Country_df1,Procedure,Predicted_Mean,Predicted_SD
Pakistan,Single_implant,2628946.2335114656,34802816757.59792
Palau,Consult_perio,309410.7672901147,4096077013.504534
Palau,Consult_simple,238268.2623356442,3154270166.317774
Palau,Denture,1307799.3831371125,17313059394.990486
Palau,Denture_repair,356972.41347070783,4725713038.620933
Palau,Extraction,186419.46244385702,2467879452.527863
Palau,Full_fixed,32973217.550357245,436509820431.2478
Palau,GTR,617380.1600033899,8173072657.204938
Palau,Implant_surgery,4544208.869686676,60157665677.59546
Palau,Maintenance_perio,358613.2548994646,4747435013.321427
Palau,Maintenance_simp,260358.37566895076,3446706031.5681486
Palau,OFD,882335.314915834,11680632297.586813
Palau,OHI,147464.65281686865,1952183435.624414
Palau,OPG,177325.454108622,2347490111.10702
Palau,PA,55908.72002376201,740137212.9014099
Palau,Prophy,188412.2195877186,2494260198.104228
Palau,RootDeb,426277.6934432968,5643198123.88961
Palau,Single_implant,6743442.076115688,89271806284.5489
Panama,Consult_perio,548977.3704634076,7267535024.0184355
Panama,Consult_simple,324158.34741502366,4291310115.7120457
Panama,Denture,3527819.661472568,46702385795.120316
Panama,Denture_repair,471521.06708751235,6242144128.324244
Panama,Extraction,494039.44249894,6540249461.606745
Panama,Full_fixed,67996786.31297486,900162834823.4097
Panama,GTR,1431717.5040814911,18953526438.85719
Panama,Implant_surgery,10490747.606812647,138879815020.9553
Panama,Maintenance_perio,1042643.3360955934,13802840281.445133
Panama,Maintenance_simp,343335.0364548454,4545177154.209409
Panama,OFD,1663370.6133104858,22020223128.601173
Panama,OHI,286279.32770300366,3789855743.922162
Panama,OPG,280171.2543769084,3708995148.904925
Panama,PA,147921.34633907245,1958229288.0519135
Panama,Prophy,312004.0467227251,4130407661.938463
Panama,RootDeb,687326.532563432,9099044727.700384
Panama,Single_implant,10952363.603503319,144990832713.2961
Papua New Guinea,Consult_perio,79911.31360892561,1057891092.99342
Papua New Guinea,Consult_simple,54946.575101902614,727400035.9356413
Papua New Guinea,Denture,411669.61078389356,5449811732.987281
Papua New Guinea,Denture_repair,91702.5471534611,1213987149.7196865
Papua New Guinea,Extraction,44886.844732964906,594226162.6178342
Papua New Guinea,Full_fixed,7648043.76610442,101247207855.70998
Papua New Guinea,GTR,259862.34311587075,3440139396.6820526
Papua New Guinea,Implant_surgery,1492636.9734337681,19759997526.706524
Papua New Guinea,Maintenance_perio,144184.48663850455,1908759564.498836
Papua New Guinea,Maintenance_simp,84600.38675559506,1119966517.513812
Papua New Guinea,OFD,289909.80012328166,3837917079.211505
Papua New Guinea,OHI,34494.373983140824,456647367.52710295
Papua New Guinea,OPG,41295.801553101526,546686804.0093191
Papua New Guinea,PA,15988.580813662094,211661859.48530582
Papua New Guinea,Prophy,74904.5963027042,991610595.2242526
Papua New Guinea,RootDeb,110698.29003821865,1465458766.128375
Papua New Guinea,Single_implant,1757557.1203200947,23267093719.832428
Paraguay,Consult_perio,235810.95105762716,3121739507.061584
Paraguay,Consult_simple,161310.58448964494,2135480232.1519768
Paraguay,Denture,1337975.627431109,17712542004.109386
Paraguay,Denture_repair,297522.92933059577,3938702077.1611075
Paraguay,Extraction,165720.21122811566,2193856257.2650566
Paraguay,Full_fixed,28504543.575836297,377352109443.38586
Paraguay,GTR,843181.8693820862,11162306676.100239
Paraguay,Implant_surgery,5924975.750842312,78436691751.71696
Paraguay,Maintenance_perio,339896.7422075465,4499659933.99315
Paraguay,Maintenance_simp,280927.92331721477,3719012170.2269897
Paraguay,OFD,759794.4503318159,10058397806.416264
Paraguay,OHI,139793.51284468753,1850630472.9314096
Paraguay,OPG,214519.20607449862,2839872693.0310965
Paraguay,PA,61899.19566050371,819441012.7352707
Paraguay,Prophy,261363.0906515739,3460006764.3819733
Paraguay,RootDeb,363571.1228473899,4813068827.927648
Paraguay,Single_implant,6899925.88011651,91343388079.09103
Peru,Consult_perio,342021.71002635825,4527790926.050418
Peru,Consult_simple,142595.45779792004,1887723501.1300035
Peru,Denture,1296265.7665265833,17160373752.229168
Peru,Denture_repair,350310.37605999043,4637518892.889862
Peru,Extraction,174612.29102239019,2311572405.1760464
Peru,Full_fixed,23916703.724239837,316616843110.0585
Peru,GTR,766812.6789936302,10151307323.91286
Peru,Implant_surgery,5072022.703529979,67145031150.20074
Peru,Maintenance_perio,310968.46451571636,4116698299.103829
Peru,Maintenance_simp,300904.8571440206,3983473100.8046145
Peru,OFD,758477.3888286842,10040962132.164854
Peru,OHI,122156.06647316905,1617140412.8018703
Peru,OPG,226245.11046012855,2995103901.812838
Peru,PA,81490.05871951304,1078791017.111434
Peru,Prophy,210643.84815577418,2788569486.5233984
Peru,RootDeb,407649.28328133764,5396589373.551617
Peru,Single_implant,5513477.069668432,72989142838.64586
Philippines,Consult_perio,149801.06456881735,1983113588.9447272
Philippines,Consult_simple,91307.08052768727,1208751838.1963434
Philippines,Denture,788862.8407518478,10443214297.651772
Philippines,Denture_repair,190653.538526801,2523931482.871444
Philippines,Extraction,102026.67726080137,1350661229.8994994
Philippines,Full_fixed,15000588.504921103,198582506685.79984
Philippines,GTR,510617.5248144555,6759715327.307854
Philippines,Implant_surgery,3010514.260181883,39854134256.408554
Philippines,Maintenance_perio,179184.32647790058,2372098447.9452186
Philippines,Maintenance_simp,131462.0799116716,1740336344.432374
Philippines,OFD,577713.4456918676,7647952222.27084
Philippines,OHI,88325.70293417349,1169283424.293608
Philippines,OPG,129276.88029378744,1711407984.8826182
Philippines,PA,42388.43127777632,561151379.8180718
Philippines,Prophy,114633.90430501128,1517559665.1158836
Philippines,RootDeb,285600.6921823232,3780871753.5421495
Philippines,Single_implant,3725749.487214072,49322643055.74291
Poland,Consult_perio,768208.0594354748,10169779808.897762
Poland,Consult_simple,468661.59938063857,6204289595.828281
Poland,Denture,5214714.803727371,69034034033.7985
Poland,Denture_repair,872477.9717540655,11550137689.74633
Poland,Extraction,506522.747268652,6705507374.793216
Poland,Full_fixed,58537049.41687183,774931863731.8413
Poland,GTR,2131479.0995340208,28217190438.561634
Poland,Implant_surgery,8177788.809288302,108260139284.72166
Poland,Maintenance_perio,1118343.6885468462,14804985346.742847
Poland,Maintenance_simp,660245.6692446081,8740539745.092314
Poland,OFD,1992460.4183030939,26376817430.13367
Poland,OHI,196981.47776110753,2607702731.9055576
Poland,OPG,525855.7542035071,6961443798.730049
Poland,PA,199047.20106748355,2635049426.4812307
Poland,Prophy,698996.9767168489,9253541736.491865
Poland,RootDeb,864935.243177003,11450284677.47336
Poland,Single_implant,14295254.184493676,189245069200.8603
Portugal,Consult_perio,623641.55475729,8255962969.486412
Portugal,Consult_simple,402851.88466433727,5333079902.3983755
Portugal,Denture,2515396.225111361,33299606047.23886
Portugal,Denture_repair,644207.2123061056,8528217609.78574
Portugal,Extraction,578382.3148587185,7656806922.588399
Portugal,Full_fixed,62861037.18704846,832174173258.479
Portugal,GTR,2052443.0942872562,27170886952.856018
Portugal,Implant_surgery,10796646.270598829,142929397704.09924
Portugal,Maintenance_perio,1396767.0733834,18490841649.157215
Portugal,Maintenance_simp,679192.0579404014,8991357995.230955
Portugal,OFD,1968235.3670994006,26056118586.148777
Portugal,OHI,396609.0665085906,5250435512.963581
Portugal,OPG,630160.667938857,8342265039.337824
Portugal,PA,127128.28289954444,1682964177.0768526
Portugal,Prophy,567551.9248917588,7513430815.223144
Portugal,RootDeb,921034.6265816351,12192945952.153675
Portugal,Single_implant,21602594.067027647,285981931931.45667
Qatar,Consult_perio,2476690.1397063215,32787202719.782356
Qatar,Consult_simple,1221913.6263533984,16176076744.935009
Qatar,Denture,8867261.029250588,117387589296.79399
Qatar,Denture_repair,1534689.7353650532,20316705210.18415
Qatar,Extraction,1552983.1974893226,20558879813.09439
Qatar,Full_fixed,191846006.25823662,2539717745601.9185
Qatar,GTR,6227139.084432029,82436824959.36401
Qatar,Implant_surgery,41990945.38675455,555889336626.5365
Qatar,Maintenance_perio,3295746.363455927,43630126514.101685
Qatar,Maintenance_simp,1680760.4473122975,22250435218.333305
Qatar,OFD,4625906.713801481,61239207423.09573
Qatar,OHI,880828.2762007907,11660681645.276894
Qatar,OPG,1208897.9781204099,16003771501.61742
Qatar,PA,473001.8965617674,6261747814.464644
Qatar,Prophy,1527430.7705624357,20220608751.970207
Qatar,RootDeb,2410810.6649273396,31915069520.710712
Qatar,Single_implant,47405285.735779755,627566076389.5641
Republic of Ireland,Consult_perio,1989717.0554579352,26340499930.299473
Republic of Ireland,Consult_simple,1438968.538144741,19049517907.45003
Republic of Ireland,Denture,7943146.1663546385,105153866207.91127
Republic of Ireland,Denture_repair,2025936.579449301,26819985376.007973
Republic of Ireland,Extraction,1296115.397591934,17158383120.997566
Republic of Ireland,Full_fixed,191107857.2057884,2529945896377.8145
Republic of Ireland,GTR,5645466.186318729,74736456261.12003
Republic of Ireland,Implant_surgery,22377259.594839305,296237197736.89154
Republic of Ireland,Maintenance_perio,2717406.326651988,35973879281.69431
Republic of Ireland,Maintenance_simp,1940327.8922399231,25686670660.08588
Republic of Ireland,OFD,5673400.432358177,75106258592.48001
Republic of Ireland,OHI,753857.2682395471,9979799523.279175
Republic of Ireland,OPG,1125126.840771858,14894782848.46302
Republic of Ireland,PA,523684.14741187106,6932695385.287636
Republic of Ireland,Prophy,1689739.5320299466,22369303164.773537
Republic of Ireland,RootDeb,3341744.3330572066,44239062097.05449
Republic of Ireland,Single_implant,59885199.03552235,792779092230.3297
Republic of Korea,Consult_perio,950871.975902989,12587942163.079033
Republic of Korea,Consult_simple,634707.7312579616,8402460493.11423
Republic of Korea,Denture,3633623.8657279923,48103055114.99704
Republic of Korea,Denture_repair,1253986.1252822925,16600662569.077042
Republic of Korea,Extraction,658739.5359789503,8720601079.406027
Republic of Korea,Full_fixed,100640580.19199598,1332311641125.505
Republic of Korea,GTR,1866259.5692789312,24706130914.276455
Republic of Korea,Implant_surgery,15575459.873244725,206192834594.34485
Republic of Korea,Maintenance_perio,1245571.5725772711,16489268074.904045
Republic of Korea,Maintenance_simp,720885.9966663814,9543315464.305784
Republic of Korea,OFD,2712577.681557313,35909956159.84599
Republic of Korea,OHI,423514.26564775873,5606614997.934043
Republic of Korea,OPG,554600.8066856926,7341979840.689643
Republic of Korea,PA,173421.8870079598,2295813462.580103
Republic of Korea,Prophy,663438.5972329056,8782808729.630844
Republic of Korea,RootDeb,978411.5626373203,12952519870.48034
Republic of Korea,Single_implant,22936100.85823123,303635314076.6219
Republic of Moldova,Consult_perio,278999.17058107845,3693478735.1225343
Republic of Moldova,Consult_simple,204040.02931220576,2701146056.487669
Republic of Moldova,Denture,1395863.5455223853,18478880463.271614
Republic of Moldova,Denture_repair,341871.441405645,4525801622.806238
Republic of Moldova,Extraction,186493.64247354429,2468861471.0824347
Republic of Moldova,Full_fixed,28944620.986525815,383177992562.6949
Republic of Moldova,GTR,936410.7929365431,12396500476.496088
Republic of Moldova,Implant_surgery,3731336.920040985,49396611248.147026
Republic of Moldova,Maintenance_perio,399809.9502786927,5292809818.642871
Republic of Moldova,Maintenance_simp,438452.8106353699,5804376153.031739
Republic of Moldova,OFD,626092.1843605054,8288405174.630916
Republic of Moldova,OHI,113496.33282482722,1502500136.2183928
Republic of Moldova,OPG,192836.11670064324,2552825138.920813
Republic of Moldova,PA,78058.55598557268,1033363705.0842091
Republic of Moldova,Prophy,212728.53336610965,2816167204.7451487
Republic of Moldova,RootDeb,381396.1090903961,5049041599.836885
Republic of Moldova,Single_implant,8715338.029364575,115376384861.00175
Romania,Consult_perio,597748.9227069243,7913188165.98001
Romania,Consult_simple,297818.24203501106,3942611519.585964
Romania,Denture,3036604.2457827344,40199521688.262566
Romania,Denture_repair,577450.7610360485,7644474720.211282
Romania,Extraction,428959.92392622255,5678706334.293071
Romania,Full_fixed,69953660.99532053,926068557093.0857
Romania,GTR,1815737.6363464287,24037305682.44926
Romania,Implant_surgery,8422931.018105691,111505408915.6752
Romania,Maintenance_perio,593843.2908837182,7861484184.006926
Romania,Maintenance_simp,804642.6528831546,10652112411.684958
Romania,OFD,1559833.7793315384,20649569969.286404
Romania,OHI,249145.47981066437,3298266190.956906
Romania,OPG,407108.9834224098,5389436714.153441
Romania,PA,170298.87571456298,2254470057.2298827
Romania,Prophy,538891.0345043432,7134008937.533959
Romania,RootDeb,1023253.3874032563,13546150044.620749
Romania,Single_implant,12403910.975462172,164206873177.45596
Russian Federation,Consult_perio,584992.4030956198,7744313348.824112
Russian Federation,Consult_simple,431104.0197515266,5707090548.913967
Russian Federation,Denture,3068455.9424194167,40621184462.241936
Russian Federation,Denture_repair,665493.4570995703,8810011610.576244
Russian Federation,Extraction,473776.3146016853,6271999803.947534
Russian Federation,Full_fixed,56070085.979312986,742273426153.08
Russian Federation,GTR,1905646.9240121096,25227553099.284157
Russian Federation,Implant_surgery,11039449.165964738,146143698768.1218
Russian Federation,Maintenance_perio,859660.9670166584,11380462151.475077
Russian Federation,Maintenance_simp,795166.3247163723,10526661800.135983
Russian Federation,OFD,1592688.7462257238,21084514350.354244
Russian Federation,OHI,264913.02336959046,3507001889.77178
Russian Federation,OPG,412014.05566547904,5454371602.620255
Russian Federation,PA,189589.61222867074,2509846892.0474014
Russian Federation,Prophy,696688.6121676894,9222982880.859877
Russian Federation,RootDeb,995542.782422296,13179308343.903883
Russian Federation,Single_implant,19297141.734353766,255461629136.88223
Rwanda,Consult_perio,65881.86372153998,872164824.6442902
Rwanda,Consult_simple,39895.964906930174,528155326.3905473
Rwanda,Denture,266606.2974571341,3529417984.4936776
Rwanda,Denture_repair,43776.71232095134,579529880.7313945
Rwanda,Extraction,35465.277683115724,469500495.9512499
Rwanda,Full_fixed,5322627.607051459,70462617651.07184
Rwanda,GTR,139370.00472241247,1845023939.261375
Rwanda,Implant_surgery,967034.8299653104,12801911106.620121
Rwanda,Maintenance_perio,86281.43210784637,1142220724.3932996
Rwanda,Maintenance_simp,53493.25022354199,708160464.282902
Rwanda,OFD,169785.27602767042,2247670863.1034184
Rwanda,OHI,23661.999751277235,313244991.83921313
Rwanda,OPG,44075.70752441668,583488073.236422
Rwanda,PA,13833.311956619726,183129732.75755093
Rwanda,Prophy,40589.32214299422,537334207.4671909
Rwanda,RootDeb,72281.09373148288,956879843.3794928
Rwanda,Single_implant,1318134.0772613708,17449873324.947495
Saint Kitts and Nevis,Consult_perio,447106.7444352701,5918939649.398123
Saint Kitts and Nevis,Consult_simple,362715.28061970585,4801738919.448037
Saint Kitts and Nevis,Denture,2169693.288300976,28723081883.67506
Saint Kitts and Nevis,Denture_repair,416174.4722408642,5509448505.244849
Saint Kitts and Nevis,Extraction,360752.19011380174,4775750910.151892
Saint Kitts and Nevis,Full_fixed,45456047.034116186,601761441632.8453
Saint Kitts and Nevis,GTR,1099773.3247339875,14559145032.223524
Saint Kitts and Nevis,Implant_surgery,7614088.831422987,100797701755.25403
Saint Kitts and Nevis,Maintenance_perio,526947.9890009356,6975903146.367753
Saint Kitts and Nevis,Maintenance_simp,406229.9288366362,5377799513.179672
Saint Kitts and Nevis,OFD,1136560.735799397,15046148345.55709
Saint Kitts and Nevis,OHI,137050.99860546514,1814324207.2093937
Saint Kitts and Nevis,OPG,306647.151642285,4059491400.70127
Saint Kitts and Nevis,PA,115920.60715625572,1534593441.9891083
Saint Kitts and Nevis,Prophy,352742.8330167102,4669720522.826732
Saint Kitts and Nevis,RootDeb,420709.0640291931,5569478856.975902
Saint Kitts and Nevis,Single_implant,11810490.299738642,156350983705.80618
Saint Lucia,Consult_perio,451499.7118121306,5977095132.644644
Saint Lucia,Consult_simple,243061.758470709,3217727975.1882443
Saint Lucia,Denture,1858097.9507011157,24598084841.59975
Saint Lucia,Denture_repair,352549.9956127325,4667167680.646432
Saint Lucia,Extraction,223877.03104577196,2963754522.0215254
Saint Lucia,Full_fixed,34996343.49794225,463292597778.9974
Saint Lucia,GTR,1010092.4559379368,13371921496.197746
Saint Lucia,Implant_surgery,6785875.658285531,89833555386.0712
Saint Lucia,Maintenance_perio,468850.10942248337,6206785151.028179
Saint Lucia,Maintenance_simp,295039.1281364639,3905820736.0671854
